      ,Contrast,Brightness,Saturation,Hue,Repeated Colors
Images/cats\cat_144,0.6905795218609837,0.44287596862745093,0.4840109176470588,0.16284403137254902,"[(10, 21, 27), (11, 22, 28), (9, 22, 28), (10, 23, 29), (11, 24, 30)]"
Images/cats\cat_145,1.0144168793197073,0.22726069019607842,0.28403706666666667,0.45259675294117646,"[(9, 15, 29), (10, 16, 30), (8, 14, 28), (7, 17, 29), (252, 252, 254)]"
Images/cats\cat_146,0.4283513168074743,0.7027881725490196,0.33538757647058826,0.12337918431372549,"[(0, 0, 0), (254, 255, 255), (249, 246, 241), (254, 204, 107), (253, 255, 250)]"
Images/cats\cat_147,0.2500198986476213,0.7028733490196077,0.05717363137254902,0.30668580392156863,"[(227, 228, 230), (235, 236, 238), (234, 235, 237), (226, 227, 229), (233, 234, 236)]"
Images/cats\cat_148,0.39825417666169605,0.5273498823529412,0.18310933333333332,0.11572622745098039,"[(55, 56, 60), (56, 56, 58), (55, 56, 58), (97, 74, 68), (102, 73, 67)]"
Images/cats\cat_149,0.3753654214297262,0.5643362980392157,0.19470153725490194,0.10669854117647058,"[(55, 56, 60), (53, 57, 60), (53, 58, 61), (52, 57, 60), (54, 59, 62)]"
Images/cats\cat_150,0.4377863811935187,0.6997321725490196,0.12231112156862745,0.10376834509803921,"[(255, 255, 255), (254, 254, 252), (254, 254, 254), (255, 255, 253), (253, 253, 251)]"
Images/cats\cat_151,0.2935161234050549,0.6151980078431372,0.13594161568627453,0.1276627607843137,"[(215, 217, 214), (216, 218, 215), (217, 219, 218), (217, 219, 216), (218, 220, 219)]"
Images/cats\cat_152,0.22678135704790595,0.7022318901960785,0.10570070588235293,0.16792906666666665,"[(212, 211, 209), (197, 196, 194), (214, 213, 211), (247, 248, 250), (216, 211, 205)]"
Images/cats\cat_153,0.3376074159181371,0.6665419921568627,0.1384265882352941,0.1927103058823529,"[(240, 243, 248), (242, 247, 250), (239, 242, 247), (238, 241, 246), (242, 246, 249)]"
Images/cats\cat_154,0.44246657885539953,0.5542315764705882,0.4963713725490196,0.07093529411764705,"[(254, 254, 252), (255, 255, 253), (255, 255, 255), (255, 254, 250), (254, 255, 250)]"
Images/cats\cat_155,0.7884337658912332,0.2479890039215686,0.20493563921568625,0.23488467450980394,"[(18, 26, 29), (21, 26, 29), (24, 28, 29), (22, 27, 30), (23, 27, 28)]"
Images/cats\cat_156,0.80141818454417,0.23340454901960783,0.19149435294117648,0.12883157647058824,"[(11, 11, 11), (12, 12, 12), (10, 10, 10), (25, 24, 22), (17, 17, 17)]"
Images/cats\cat_157,0.4782264610988337,0.495469662745098,0.3275589019607843,0.20424164705882353,"[(227, 178, 120), (255, 243, 217), (238, 214, 154), (223, 168, 112), (216, 165, 110)]"
Images/cats\cat_158,0.3353696589679073,0.5763639529411764,0.14122793725490196,0.09408633725490195,"[(225, 225, 225), (226, 226, 226), (227, 227, 227), (228, 228, 228), (224, 224, 224)]"
Images/cats\cat_159,0.46765298811470424,0.41684931764705885,0.29604307450980394,0.1821907450980392,"[(15, 15, 17), (17, 17, 19), (16, 16, 18), (14, 14, 16), (129, 88, 82)]"
Images/cats\cat_160,0.8719692524402402,0.29784854901960783,0.28185518431372547,0.17290679215686275,"[(0, 0, 0), (1, 1, 1), (1, 0, 0), (2, 2, 2), (161, 158, 153)]"
Images/cats\cat_161,0.9190722224698634,0.19488332549019607,0.20897703529411765,0.4200478901960784,"[(18, 16, 17), (19, 17, 18), (20, 18, 19), (17, 15, 16), (21, 19, 20)]"
Images/cats\cat_162,0.9494975406782633,0.2174654588235294,0.37618489411764705,0.1825221490196078,"[(10, 16, 14), (46, 43, 24), (11, 17, 15), (9, 15, 13), (47, 44, 25)]"
Images/cats\cat_163,0.6129797588135946,0.49108873725490193,0.24923653333333332,0.25656230588235296,"[(247, 238, 233), (238, 229, 220), (18, 17, 23), (20, 17, 24), (22, 19, 26)]"
Images/cats\cat_164,0.6508829828784377,0.4811490039215686,0.16833675294117648,0.23011231372549018,"[(249, 249, 249), (206, 208, 207), (205, 207, 206), (16, 4, 4), (207, 209, 208)]"
Images/cats\cat_165,1.5236279203704863,0.12338006274509804,0.23561066666666666,0.15914169411764706,"[(0, 0, 0), (1, 1, 1), (2, 2, 2), (3, 5, 4), (5, 7, 6)]"
Images/cats\cat_166,0.7654052307059191,0.40411167058823527,0.48450396862745093,0.20039438431372547,"[(253, 254, 255), (252, 253, 255), (250, 251, 253), (251, 252, 254), (249, 250, 252)]"
Images/cats\cat_167,0.6937041620831842,0.337908894117647,0.22887083921568627,0.283462431372549,"[(19, 23, 24), (18, 22, 23), (19, 20, 22), (19, 24, 27), (234, 232, 233)]"
Images/cats\cat_168,0.5352045437619244,0.378660031372549,0.26149882352941173,0.29981443137254904,"[(19, 21, 20), (19, 23, 22), (18, 20, 19), (21, 25, 24), (21, 27, 27)]"
Images/cats\cat_169,0.5352045437619244,0.378660031372549,0.26149882352941173,0.29981443137254904,"[(19, 21, 20), (19, 23, 22), (18, 20, 19), (21, 25, 24), (21, 27, 27)]"
Images/cats\cat_170,0.6205707435723878,0.4594488,0.21638117647058824,0.3243414431372549,"[(245, 243, 244), (244, 242, 243), (243, 241, 242), (242, 240, 241), (239, 237, 238)]"
Images/cats\cat_171,0.18847362589126396,0.840466462745098,0.07398665098039214,0.36844809411764706,"[(235, 238, 243), (234, 237, 242), (233, 236, 241), (236, 240, 243), (232, 235, 240)]"
Images/cats\cat_172,0.7314655735840239,0.3287822274509804,0.18708221176470585,0.14021821176470586,"[(22, 18, 15), (53, 42, 40), (24, 19, 16), (54, 43, 41), (21, 17, 14)]"
Images/cats\cat_173,0.5193166847730316,0.6286776470588235,0.04775284705882353,0.17232120784313726,"[(255, 255, 255), (224, 224, 224), (223, 223, 223), (221, 221, 221), (34, 34, 34)]"
Images/cats\cat_174,0.36851698402765076,0.5154977254901961,0.3107542588235294,0.1107951843137255,"[(216, 196, 197), (217, 197, 198), (211, 189, 191), (212, 192, 193), (215, 195, 196)]"
Images/cats\cat_175,0.30431428647922887,0.6578367529411764,0.12904650980392157,0.2298934588235294,"[(254, 254, 254), (239, 242, 251), (241, 244, 249), (240, 245, 249), (238, 241, 250)]"
Images/cats\cat_176,0.506809194815967,0.5815011450980392,0.19722447058823528,0.2044025882352941,"[(251, 247, 244), (250, 246, 243), (251, 247, 246), (247, 242, 238), (249, 245, 242)]"
Images/cats\cat_177,0.29110182182923894,0.5406548705882352,0.10292249411764705,0.33176012549019607,"[(41, 42, 34), (133, 142, 141), (134, 143, 142), (132, 141, 140), (135, 144, 143)]"
Images/cats\cat_178,0.5870758194476018,0.29756597647058824,0.19260025098039213,0.15026054901960784,"[(19, 18, 16), (56, 58, 55), (58, 60, 57), (57, 59, 56), (59, 61, 58)]"
Images/cats\cat_179,1.0016044865417393,0.35553783529411764,0.4539667450980392,0.19075640784313724,"[(255, 255, 255), (255, 255, 253), (0, 11, 13), (1, 12, 14), (0, 10, 12)]"
Images/cats\cat_180,1.288714280650408,0.07198956862745098,0.00027355294117647057,0.00013071372549019607,"[(11, 11, 11), (13, 13, 13), (12, 12, 12), (14, 14, 14), (10, 10, 10)]"
Images/cats\cat_181,0.8739381351397932,0.2820426039215686,0.774148737254902,0.42900398431372544,"[(4, 4, 6), (0, 0, 2), (4, 5, 9), (5, 7, 20), (5, 6, 10)]"
Images/cats\cat_182,0.38341933963194225,0.30030254117647054,0.25770378039215686,0.05851901176470588,"[(45, 40, 36), (85, 76, 71), (78, 69, 64), (83, 74, 69), (79, 70, 65)]"
Images/cats\cat_183,0.4461235504785042,0.4838953568627451,0.42735717647058824,0.19395403921568624,"[(69, 92, 48), (67, 90, 46), (68, 91, 47), (71, 94, 52), (70, 93, 49)]"
Images/cats\cat_184,0.3449963974404302,0.39301336470588233,0.2091345725490196,0.16278006274509804,"[(123, 127, 126), (105, 78, 57), (106, 79, 58), (124, 126, 123), (122, 128, 128)]"
Images/cats\cat_185,0.9290521784592608,0.29588933333333334,0.5418101647058823,0.09827118431372547,"[(28, 14, 13), (12, 8, 9), (29, 15, 14), (27, 13, 12), (26, 12, 12)]"
Images/cats\cat_186,0.5175202648941825,0.5481433882352942,0.2793264,0.17326508235294116,"[(253, 253, 253), (252, 252, 252), (255, 255, 255), (255, 253, 254), (254, 254, 254)]"
Images/cats\cat_187,1.2058518967429694,0.1359734431372549,0.2791257725490196,0.3205266509803922,"[(14, 14, 16), (13, 13, 15), (15, 15, 17), (17, 15, 18), (16, 14, 17)]"
Images/cats\cat_188,0.4749963523829731,0.43448406274509804,0.21610964705882352,0.11766456470588235,"[(34, 29, 33), (83, 66, 58), (35, 30, 34), (78, 64, 55), (79, 65, 56)]"
Images/cats\cat_189,0.5251567271345803,0.32196109803921563,0.49020909803921564,0.067727231372549,"[(56, 39, 21), (57, 40, 22), (55, 38, 20), (58, 41, 23), (54, 39, 20)]"
Images/cats\cat_190,0.36853483571894724,0.5275108705882352,0.3625086745098039,0.06443190588235294,"[(186, 177, 168), (185, 176, 167), (187, 178, 169), (188, 179, 170), (188, 178, 169)]"
Images/cats\cat_191,0.44092199926281606,0.4544450039215686,0.269553662745098,0.24944693333333331,"[(172, 175, 192), (173, 176, 193), (174, 177, 194), (171, 174, 191), (169, 172, 189)]"
Images/cats\cat_192,0.36956571521254983,0.584716188235294,0.3170390588235294,0.08226053333333333,"[(236, 238, 237), (243, 245, 244), (239, 241, 240), (163, 154, 145), (234, 235, 237)]"
Images/cats\cat_193,0.467544632740663,0.5647504156862745,0.36950472156862746,0.25706734117647057,"[(1, 18, 70), (254, 249, 246), (2, 19, 71), (235, 222, 213), (2, 19, 73)]"
Images/cats\cat_194,0.20412881620359347,0.799508988235294,0.15747945098039215,0.2725056784313725,"[(255, 255, 255), (218, 231, 240), (216, 229, 238), (217, 230, 239), (192, 204, 218)]"
Images/cats\cat_195,0.6751422070565002,0.37299982745098037,0.35833450980392156,0.13886089411764707,"[(0, 0, 0), (1, 1, 1), (0, 1, 0), (1, 0, 0), (3, 0, 0)]"
Images/cats\cat_196,0.514085085726129,0.3477009254901961,0.4132103529411765,0.22171816470588235,"[(0, 36, 0), (0, 32, 0), (0, 34, 0), (0, 33, 0), (0, 38, 0)]"
Images/cats\cat_197,0.4168902325030827,0.42419082352941173,0.23691170196078432,0.16436119215686273,"[(19, 33, 42), (18, 32, 41), (20, 34, 43), (154, 145, 140), (24, 34, 43)]"
Images/cats\cat_198,0.37943319401205594,0.37522421960784313,0.19396163137254901,0.2963034666666667,"[(88, 92, 101), (80, 87, 95), (26, 40, 49), (128, 117, 115), (127, 116, 114)]"
Images/cats\cat_199,0.35922174858177947,0.47443181176470584,0.41163184313725487,0.08717661176470587,"[(135, 120, 101), (139, 119, 95), (124, 115, 98), (111, 104, 86), (125, 115, 103)]"
Images/cats\cat_200,1.8544031786703217,0.10545662745098039,0.2309029019607843,0.14015021176470588,"[(0, 0, 0), (1, 2, 4), (6, 7, 9), (1, 2, 6), (0, 0, 2)]"
Images/cats\cat_201,0.46033526567152905,0.49499913725490197,0.2862393568627451,0.11006323137254902,"[(197, 192, 186), (198, 193, 187), (201, 196, 190), (200, 195, 189), (197, 192, 188)]"
Images/cats\cat_202,0.5694550102073166,0.524895937254902,0.21792810980392155,0.12268043921568626,"[(222, 221, 217), (221, 220, 216), (223, 222, 218), (226, 225, 221), (220, 219, 215)]"
Images/cats\cat_203,1.7054943126252324,0.09130914509803921,0.1971307607843137,0.03730450196078432,"[(0, 0, 0), (1, 0, 0), (1, 1, 1), (0, 1, 0), (0, 0, 2)]"
Images/cats\cat_204,0.42399907414580934,0.2992873254901961,0.3377202352941176,0.09266230588235294,"[(43, 33, 32), (19, 20, 15), (18, 19, 14), (42, 32, 31), (57, 55, 32)]"
Images/cats\cat_205,0.25554450612089646,0.6971010666666667,0.30048326274509807,0.10198028235294117,"[(243, 240, 233), (223, 218, 212), (241, 238, 231), (242, 239, 232), (245, 242, 235)]"
Images/cats\cat_206,0.452844178709386,0.43673789803921564,0.4349655058823529,0.11745855686274509,"[(241, 242, 244), (8, 7, 3), (7, 6, 2), (240, 241, 243), (8, 7, 2)]"
Images/cats\cat_207,0.583823167862463,0.3554383372549019,0.16467621960784312,0.23820597647058822,"[(34, 34, 36), (35, 35, 37), (36, 36, 38), (39, 37, 38), (37, 37, 39)]"
Images/cats\cat_208,1.5867653147459033,0.09104630588235295,0.41586263529411766,0.2972881098039215,"[(0, 0, 0), (1, 2, 4), (2, 3, 5), (0, 1, 3), (3, 4, 6)]"
Images/cats\cat_209,0.5155855641169493,0.4689273882352941,0.24874749803921567,0.12177589019607843,"[(9, 14, 17), (10, 15, 18), (8, 13, 16), (11, 16, 19), (12, 17, 20)]"
Images/cats\cat_210,0.4313370660184349,0.30994713725490197,0.43371999999999994,0.0835963294117647,"[(84, 91, 75), (83, 90, 74), (86, 93, 77), (85, 92, 76), (82, 89, 73)]"
Images/cats\cat_211,0.353617832804802,0.40779179607843136,0.44010906666666666,0.05820781176470588,"[(121, 123, 102), (120, 122, 101), (119, 121, 100), (122, 124, 103), (118, 120, 99)]"
Images/cats\cat_212,0.37516982838230967,0.5901122196078431,0.2434633882352941,0.21892301176470588,"[(144, 163, 177), (168, 182, 191), (174, 187, 196), (175, 188, 197), (254, 254, 252)]"
Images/cats\cat_213,0.4837733500562848,0.5901089411764706,0.25344142745098036,0.10026087843137253,"[(255, 255, 255), (254, 254, 254), (253, 253, 253), (252, 252, 252), (251, 251, 251)]"
Images/cats\cat_214,0.5567543653646542,0.3291551372549019,0.27628538039215683,0.20510952156862744,"[(67, 63, 62), (66, 62, 61), (78, 76, 77), (70, 66, 65), (71, 67, 66)]"
Images/cats\cat_215,0.49053875505814465,0.5260492705882353,0.26112423529411766,0.18862652549019607,"[(174, 174, 172), (175, 175, 173), (176, 176, 174), (171, 171, 169), (173, 173, 171)]"
Images/cats\cat_216,0.513417447429132,0.4777997019607843,0.34106586666666666,0.40753656470588234,"[(7, 11, 12), (6, 10, 11), (181, 197, 231), (180, 196, 230), (182, 198, 232)]"
Images/cats\cat_217,0.5202633907828834,0.418439294117647,0.25587554509803917,0.3101339607843137,"[(4, 4, 2), (3, 3, 1), (5, 5, 3), (3, 4, 8), (50, 88, 127)]"
Images/cats\cat_218,0.3850480779673529,0.47382959999999996,0.3802196078431372,0.08354644705882353,"[(134, 110, 84), (133, 109, 83), (135, 111, 85), (131, 107, 81), (212, 198, 187)]"
Images/cats\cat_219,0.3177656989226837,0.7535832470588235,0.03844120784313725,0.10012845490196078,"[(241, 240, 238), (242, 241, 239), (239, 238, 236), (240, 239, 237), (236, 235, 233)]"
Images/cats\cat_220,0.28252657816087245,0.8191839686274509,0.06784039215686274,0.2814244549019608,"[(245, 249, 252), (244, 248, 251), (249, 250, 252), (248, 249, 253), (247, 248, 252)]"
Images/cats\cat_221,0.3818937921491742,0.4798816784313725,0.15815505882352943,0.08279032156862745,"[(119, 111, 100), (122, 114, 103), (51, 46, 40), (121, 113, 102), (116, 108, 97)]"
Images/cats\cat_222,0.30969496867051843,0.6634483294117647,0.11404657254901959,0.24613706666666665,"[(230, 234, 235), (229, 233, 234), (232, 237, 240), (228, 232, 233), (231, 236, 239)]"
Images/cats\cat_223,0.3328228430041147,0.4470481098039215,0.2937555764705882,0.0535630431372549,"[(155, 124, 104), (156, 125, 105), (154, 123, 103), (160, 127, 108), (159, 126, 107)]"
Images/cats\cat_224,0.6248744801863341,0.28903756862745095,0.20735018039215686,0.24537399215686273,"[(0, 0, 0), (1, 1, 1), (2, 2, 2), (3, 3, 3), (15, 19, 28)]"
Images/cats\cat_225,1.0089663872346808,0.30583079215686276,0.2799698666666666,0.12240923921568626,"[(0, 0, 0), (255, 255, 255), (4, 3, 1), (1, 1, 1), (3, 2, 0)]"
Images/cats\cat_226,0.6640462090517684,0.35093695686274506,0.4563624156862745,0.13464790588235293,"[(4, 2, 3), (5, 3, 4), (8, 4, 3), (7, 3, 4), (11, 5, 5)]"
Images/cats\cat_227,0.6993671947673458,0.2705623372549019,0.08664174117647058,0.09291405490196078,"[(0, 0, 0), (8, 8, 8), (1, 1, 1), (9, 9, 9), (7, 7, 7)]"
Images/cats\cat_228,0.3540209468734625,0.5770274980392157,0.11673612549019607,0.14633063529411766,"[(152, 151, 149), (151, 150, 148), (153, 152, 150), (155, 154, 152), (156, 156, 156)]"
Images/cats\cat_229,0.7015403094235825,0.3301699607843137,0.6341937098039215,0.09066274509803922,"[(3, 1, 2), (2, 0, 1), (5, 4, 2), (4, 3, 1), (3, 2, 0)]"
Images/cats\cat_230,0.4552504139211682,0.4488125333333333,0.5742442509803921,0.04242200784313725,"[(185, 168, 152), (186, 169, 153), (184, 166, 152), (184, 167, 151), (183, 165, 151)]"
Images/cats\cat_231,0.7574903393984884,0.1616409411764706,0.4195612078431372,0.17043468235294118,"[(12, 12, 12), (10, 10, 10), (13, 13, 13), (14, 14, 14), (24, 27, 18)]"
Images/cats\cat_232,0.37179928449881183,0.362447231372549,0.7147663372549019,0.12807847843137254,"[(75, 94, 13), (51, 71, 12), (51, 73, 9), (49, 66, 11), (62, 82, 10)]"
Images/cats\cat_233,0.5036122528489247,0.5588485647058823,0.05262103529411764,0.23007592156862744,"[(37, 37, 37), (36, 36, 36), (38, 38, 38), (235, 238, 247), (42, 42, 42)]"
Images/cats\cat_234,0.4941220837152299,0.4677814274509804,0.2841069333333333,0.15639736470588234,"[(163, 141, 130), (164, 142, 131), (8, 4, 5), (162, 140, 129), (158, 129, 89)]"
Images/cats\cat_235,0.6574814976072149,0.45710064313725485,0.2443144,0.24032092549019607,"[(215, 245, 255), (214, 244, 255), (17, 16, 11), (16, 15, 10), (213, 243, 254)]"
Images/cats\cat_236,0.1525435998763223,0.7691442509803921,0.13353562352941176,0.15101127843137252,"[(235, 236, 238), (234, 235, 237), (232, 233, 235), (233, 234, 236), (236, 237, 239)]"
Images/cats\cat_237,0.5683997745802803,0.40078246274509804,0.5594363764705882,0.1734459607843137,"[(229, 255, 255), (31, 53, 15), (227, 255, 255), (225, 255, 255), (34, 55, 16)]"
Images/cats\cat_238,0.4046419571868897,0.6847899607843136,0.1339650823529412,0.18993115294117646,"[(254, 254, 254), (242, 243, 245), (241, 242, 244), (239, 243, 244), (243, 244, 246)]"
Images/cats\cat_239,0.4925273271365485,0.45525003921568624,0.42698486274509806,0.061207717647058825,"[(85, 58, 37), (192, 172, 145), (86, 59, 38), (87, 60, 39), (196, 176, 149)]"
Images/cats\cat_240,0.524257135081113,0.4050404862745098,0.23080652549019606,0.24097690980392156,"[(7, 6, 4), (5, 4, 2), (8, 7, 5), (10, 9, 7), (9, 8, 6)]"
Images/cats\cat_241,0.4242389382086383,0.37893868235294115,0.4286128470588235,0.26989532549019607,"[(61, 62, 67), (10, 64, 76), (8, 65, 76), (9, 61, 74), (7, 55, 69)]"
Images/cats\cat_242,0.4298940335219004,0.49094872156862746,0.2974029019607843,0.18114740392156864,"[(151, 155, 156), (150, 154, 155), (146, 150, 151), (152, 156, 157), (145, 149, 150)]"
Images/cats\cat_243,0.9928245210581023,0.15857995294117647,0.16945323921568625,0.4549701176470588,"[(11, 9, 10), (19, 17, 20), (18, 16, 19), (18, 13, 10), (20, 18, 21)]"
Images/cats\cat_244,0.43889299857773023,0.4687935215686274,0.6022675294117646,0.061464925490196075,"[(2, 4, 3), (4, 6, 5), (3, 5, 4), (125, 46, 15), (177, 167, 165)]"
Images/cats\cat_245,0.3294743131763876,0.5700401098039216,0.02013606274509804,0.11660065882352941,"[(127, 127, 127), (135, 135, 135), (131, 131, 131), (130, 130, 130), (137, 137, 137)]"
Images/cats\cat_246,0.3000812526499808,0.5967355764705883,0.12674687058823528,0.20034456470588233,"[(8, 7, 5), (147, 156, 155), (159, 168, 167), (154, 163, 162), (146, 155, 154)]"
Images/cats\cat_247,2.5739715621071677,0.036674541176470586,0.3655941019607843,0.1478598431372549,"[(0, 0, 0), (1, 1, 1), (2, 0, 1), (3, 2, 0), (4, 3, 1)]"
Images/cats\cat_248,0.8307562142413606,0.15874629019607842,0.16346440784313723,0.18037670588235294,"[(16, 15, 13), (17, 16, 14), (15, 14, 12), (3, 3, 3), (18, 17, 15)]"
Images/cats\cat_249,0.33120498820909267,0.49524169411764707,0.5396652705882353,0.11285515294117646,"[(189, 172, 154), (191, 174, 156), (186, 169, 151), (188, 171, 153), (194, 177, 159)]"
Images/cats\cat_250,0.3462843685818546,0.4933065882352941,0.45642734117647055,0.18478090980392156,"[(10, 10, 10), (12, 12, 12), (13, 13, 13), (12, 12, 10), (9, 9, 9)]"
Images/cats\cat_251,1.1496507525835395,0.2745615843137255,0.5634542431372548,0.26617080784313724,"[(6, 0, 0), (10, 0, 1), (5, 1, 0), (19, 0, 2), (21, 1, 3)]"
Images/cats\cat_252,0.4792907834643639,0.48083819607843137,0.2006014117647059,0.21798903529411764,"[(149, 163, 164), (150, 164, 165), (148, 162, 163), (146, 159, 165), (147, 161, 162)]"
Images/cats\cat_253,0.9076158915270521,0.3478637960784313,0.575168956862745,0.1660990901960784,"[(0, 0, 0), (1, 0, 0), (0, 1, 0), (3, 0, 0), (4, 0, 0)]"
Images/cats\cat_254,0.29117927052049936,0.7144951529411764,0.038387105882352945,0.06325803921568628,"[(216, 216, 216), (217, 217, 217), (218, 218, 218), (215, 215, 215), (219, 219, 219)]"
Images/cats\cat_255,0.46155911353347334,0.572714462745098,0.2519449411764706,0.08672359215686273,"[(255, 255, 255), (255, 252, 249), (255, 252, 251), (255, 254, 255), (137, 89, 85)]"
Images/cats\cat_256,0.40586476313413156,0.5831550431372549,0.23335461960784312,0.13234709019607843,"[(0, 0, 0), (0, 0, 2), (255, 255, 255), (0, 1, 0), (254, 255, 255)]"
Images/cats\cat_257,0.5396223431478873,0.5036442352941176,0.15365061960784313,0.07163755294117646,"[(35, 30, 27), (34, 29, 26), (42, 37, 34), (38, 33, 30), (43, 38, 35)]"
Images/cats\cat_258,0.307910507821456,0.5038964078431373,0.2682608156862745,0.20999509019607843,"[(147, 164, 180), (162, 180, 192), (160, 178, 190), (148, 167, 181), (148, 166, 180)]"
Images/cats\cat_259,0.7058731428132385,0.2098347137254902,0.7462601725490197,0.4230037176470588,"[(170, 108, 97), (169, 107, 96), (50, 10, 19), (52, 10, 20), (167, 105, 94)]"
Images/cats\cat_260,0.7746661035967091,0.2750782588235294,0.4459441882352941,0.06757068235294117,"[(9, 9, 7), (6, 6, 6), (8, 8, 6), (10, 10, 8), (7, 7, 5)]"
Images/cats\cat_261,0.5831744542563764,0.3493864156862745,0.3839178352941176,0.08013093333333333,"[(18, 6, 6), (19, 7, 7), (22, 8, 8), (23, 9, 9), (21, 7, 7)]"
Images/cats\cat_262,0.6517609520385386,0.17333336470588234,0.5906450823529412,0.05086870588235294,"[(26, 15, 11), (26, 12, 11), (23, 12, 10), (25, 14, 10), (25, 11, 10)]"
Images/cats\cat_263,0.47611647304843113,0.5357354196078431,0.14614354509803923,0.08795868235294117,"[(221, 207, 196), (222, 208, 197), (220, 203, 193), (219, 202, 192), (219, 205, 194)]"
Images/cats\cat_264,0.6665760753125614,0.5382810980392156,0.20687444705882352,0.1407435450980392,"[(245, 245, 245), (246, 246, 246), (244, 244, 244), (253, 253, 253), (247, 247, 247)]"
Images/cats\cat_265,0.4692574550400164,0.5110963607843136,0.20099559215686275,0.20453115294117646,"[(70, 65, 72), (243, 243, 243), (242, 242, 242), (244, 244, 244), (68, 65, 72)]"
Images/cats\cat_266,0.5467532824707232,0.4799375058823529,0.31219479215686274,0.14668771764705882,"[(218, 229, 189), (219, 230, 190), (217, 228, 188), (220, 231, 191), (72, 79, 72)]"
Images/cats\cat_267,0.5055147131023742,0.4798735215686274,0.6438382745098038,0.06384996078431372,"[(49, 27, 16), (72, 53, 47), (63, 43, 36), (64, 44, 37), (51, 29, 18)]"
Images/cats\cat_268,0.27473418493976565,0.5983959372549019,0.10289783529411764,0.1264302431372549,"[(160, 157, 152), (158, 155, 150), (159, 156, 151), (157, 154, 149), (156, 153, 148)]"
Images/cats\cat_269,0.6022802663080555,0.479149662745098,0.42407993725490195,0.17527256470588234,"[(255, 255, 221), (254, 254, 220), (255, 255, 222), (253, 253, 219), (254, 255, 221)]"
Images/cats\cat_270,1.6495146014587712,0.08551018039215685,0.08371425882352941,0.17123347450980392,"[(1, 1, 1), (3, 3, 3), (2, 2, 2), (4, 4, 4), (0, 0, 0)]"
Images/cats\cat_271,0.7125058526580775,0.4352373803921568,0.3439296156862745,0.17648505098039213,"[(212, 213, 195), (213, 214, 196), (26, 30, 29), (27, 31, 30), (211, 212, 194)]"
Images/cats\cat_272,0.3510183572348767,0.6272166588235294,0.0575806431372549,0.2494993411764706,"[(212, 211, 206), (209, 208, 203), (211, 210, 205), (210, 209, 204), (192, 193, 187)]"
Images/cats\cat_273,0.3213508871261036,0.7053582274509803,0.2795850196078431,0.10348059607843137,"[(229, 227, 212), (230, 228, 213), (231, 229, 214), (226, 224, 209), (228, 226, 211)]"
Images/cats\cat_274,0.8927363895516623,0.3866856784313725,0.5366225098039216,0.055316298039215686,"[(255, 255, 255), (254, 254, 254), (5, 1, 0), (253, 253, 253), (7, 1, 1)]"
Images/cats\cat_275,0.7955794535473116,0.3264895215686274,0.22640023529411762,0.19067083921568626,"[(19, 15, 12), (18, 17, 15), (20, 19, 17), (17, 16, 12), (17, 16, 14)]"
Images/cats\cat_276,0.5682821630760418,0.3421716392156863,0.13391298823529413,0.2417979607843137,"[(98, 99, 103), (99, 100, 104), (97, 98, 102), (100, 101, 105), (7, 7, 7)]"
Images/cats\cat_277,0.31003461130506976,0.7453226666666667,0.10319278431372549,0.39110671372549016,"[(233, 236, 241), (234, 237, 242), (232, 235, 240), (235, 238, 243), (231, 234, 239)]"
Images/cats\cat_278,0.22888087813306668,0.7776416470588235,0.11354821960784313,0.24874053333333332,"[(242, 243, 247), (235, 236, 240), (234, 235, 239), (221, 224, 229), (241, 242, 246)]"
Images/cats\cat_279,0.3880670398385072,0.6303420392156862,0.1735724862745098,0.3400739607843137,"[(213, 213, 215), (214, 214, 216), (215, 215, 217), (216, 216, 218), (212, 212, 214)]"
Images/cats\cat_280,0.2382936035267733,0.7412629333333333,0.07251273725490195,0.2069499450980392,"[(219, 224, 227), (218, 223, 226), (217, 222, 225), (220, 225, 228), (216, 221, 224)]"
Images/cats\cat_281,0.5110852308884973,0.5056532235294118,0.3071327843137255,0.10832265098039215,"[(3, 3, 1), (2, 4, 1), (4, 4, 2), (9, 9, 7), (8, 8, 6)]"
Images/cats\cat_282,0.3143517770434155,0.7120103372549019,0.12347148235294117,0.19267300392156864,"[(225, 232, 242), (181, 177, 165), (9, 9, 7), (224, 231, 241), (222, 232, 242)]"
Images/cats\cat_283,0.44581908779864254,0.6209171921568627,0.1767979294117647,0.2307400156862745,"[(210, 213, 204), (211, 216, 209), (208, 210, 197), (206, 208, 194), (201, 202, 186)]"
Images/cats\cat_284,1.7732859317369973,0.09439711372549019,0.10703156078431372,0.1112086274509804,"[(1, 1, 1), (1, 1, 3), (2, 2, 2), (3, 3, 3), (2, 2, 4)]"
Images/cats\cat_285,0.4116501153688693,0.5476280156862745,0.3844206117647059,0.20915094901960785,"[(166, 254, 255), (170, 254, 255), (174, 254, 255), (174, 253, 255), (168, 254, 255)]"
Images/cats\cat_286,0.6855349451425389,0.4745834666666667,0.1807153254901961,0.36263272156862747,"[(231, 236, 239), (230, 235, 238), (232, 237, 240), (233, 239, 239), (13, 12, 17)]"
Images/cats\cat_287,0.4558980012453816,0.2907912470588235,0.45534285490196075,0.11817319215686274,"[(43, 39, 36), (42, 38, 35), (41, 37, 34), (44, 40, 37), (55, 54, 52)]"
