      ,Contrast,Brightness,Saturation,Hue,Repeated Colors
Images/cats\cat_288,0.2800313362641951,0.41670815686274504,0.330496831372549,0.17256680784313724,"[(130, 94, 62), (127, 91, 59), (129, 93, 61), (126, 90, 58), (125, 89, 57)]"
Images/cats\cat_289,0.2824889915008643,0.4844795921568627,0.5825561098039216,0.07998087843137254,"[(199, 163, 105), (202, 166, 108), (198, 162, 104), (203, 167, 109), (200, 164, 106)]"
Images/cats\cat_290,0.5234938043750405,0.5356437647058824,0.11125436862745099,0.18601043137254902,"[(249, 249, 249), (61, 55, 57), (58, 56, 57), (248, 248, 248), (63, 61, 64)]"
Images/cats\cat_291,0.676166907403526,0.3999698980392157,0.2003393725490196,0.29060023529411766,"[(42, 42, 34), (41, 41, 33), (43, 43, 35), (44, 44, 36), (46, 46, 38)]"
Images/cats\cat_292,0.394887130997842,0.5780804235294117,0.17881063529411764,0.23069774117647057,"[(225, 239, 250), (187, 205, 219), (222, 239, 249), (224, 238, 249), (188, 206, 220)]"
Images/cats\cat_293,0.7864517433524407,0.24989599999999998,0.26781433725490195,0.19078301176470588,"[(0, 0, 0), (15, 16, 18), (13, 14, 16), (14, 15, 17), (16, 17, 19)]"
Images/cats\cat_294,0.6347478031796124,0.3116242196078431,0.5828221333333333,0.07675785098039216,"[(0, 0, 0), (1, 0, 0), (1, 1, 1), (2, 0, 1), (8, 4, 1)]"
Images/cats\cat_295,0.8676625764479828,0.2663563294117647,0.6674960156862745,0.11825294117647059,"[(4, 2, 3), (4, 3, 1), (6, 2, 1), (33, 15, 5), (207, 209, 208)]"
Images/cats\cat_296,0.31773594556252466,0.5970458666666666,0.19428199215686273,0.15398743529411765,"[(219, 219, 219), (218, 218, 218), (221, 221, 221), (220, 220, 220), (216, 216, 216)]"
Images/cats\cat_297,0.3293438855318762,0.6323400470588235,0.1440902588235294,0.24075919999999998,"[(210, 217, 225), (209, 214, 218), (210, 215, 219), (207, 210, 219), (208, 211, 220)]"
Images/cats\cat_298,0.24435738861290981,0.7400772392156862,0.13546564705882352,0.3471791058823529,"[(225, 233, 252), (227, 235, 254), (226, 234, 253), (220, 231, 251), (221, 232, 252)]"
Images/cats\cat_299,0.4722525336335567,0.4618398901960784,0.20255738039215684,0.16562621176470588,"[(61, 58, 53), (59, 56, 51), (55, 56, 51), (60, 57, 52), (62, 59, 54)]"
Images/cats\cat_300,0.6454169886775827,0.3570715921568627,0.20778967843137255,0.25541355294117646,"[(44, 47, 38), (15, 20, 24), (45, 48, 39), (53, 54, 38), (58, 59, 43)]"
Images/ducks\duck_1,0.49520465717851875,0.614108125490196,0.32996583529411766,0.19077888627450978,"[(247, 251, 252), (243, 248, 251), (248, 252, 253), (242, 247, 250), (249, 253, 254)]"
Images/ducks\duck_2,0.2900048283239134,0.6501247058823529,0.4156589176470588,0.18753215686274508,"[(225, 243, 255), (227, 245, 255), (226, 244, 254), (229, 246, 254), (228, 245, 255)]"
Images/ducks\duck_3,0.5306717946800625,0.4948857411764706,0.3491314196078431,0.1646120156862745,"[(194, 202, 163), (194, 202, 165), (194, 202, 161), (195, 202, 161), (195, 203, 164)]"
Images/ducks\duck_4,0.49345489983593266,0.4574181333333333,0.728578337254902,0.0847784156862745,"[(255, 190, 158), (254, 189, 157), (255, 191, 156), (253, 188, 150), (254, 190, 155)]"
Images/ducks\duck_5,0.41047224991188824,0.48396302745098035,0.37296556862745095,0.39332090980392154,"[(101, 118, 162), (103, 120, 164), (91, 113, 160), (102, 119, 163), (163, 191, 231)]"
Images/ducks\duck_6,0.274867974009615,0.49284947450980393,0.4928216470588235,0.08076635294117647,"[(121, 97, 73), (123, 99, 75), (146, 110, 84), (141, 105, 79), (126, 102, 78)]"
Images/ducks\duck_7,0.2727998964744422,0.44094360784313724,0.18957107450980393,0.24144792156862743,"[(147, 146, 151), (143, 142, 147), (142, 141, 146), (144, 143, 148), (145, 144, 149)]"
Images/ducks\duck_8,0.4978535354193215,0.43109325490196077,0.47596014117647056,0.18944230588235292,"[(153, 156, 79), (237, 255, 255), (155, 158, 81), (63, 103, 30), (70, 68, 53)]"
Images/ducks\duck_9,0.5866270576255913,0.4656063372549019,0.4081803294117647,0.27084500392156863,"[(6, 8, 7), (16, 36, 35), (18, 38, 37), (17, 37, 36), (15, 35, 34)]"
Images/ducks\duck_10,0.23008701176001578,0.6622342588235294,0.5126016156862745,0.08310677647058824,"[(181, 152, 94), (179, 150, 92), (180, 151, 93), (178, 149, 93), (176, 147, 89)]"
Images/ducks\duck_11,0.5483020505502358,0.3905046901960784,0.3755780705882353,0.06830164705882352,"[(5, 5, 3), (6, 6, 4), (7, 6, 4), (4, 4, 2), (7, 7, 5)]"
Images/ducks\duck_12,0.5330461307504678,0.4236125019607843,0.41654279215686274,0.17008941176470588,"[(177, 183, 149), (176, 182, 148), (175, 181, 147), (174, 180, 146), (182, 187, 155)]"
Images/ducks\duck_13,0.1957646782195055,0.45910241568627447,0.5020138509803922,0.10808538039215686,"[(114, 118, 33), (110, 120, 33), (111, 121, 34), (113, 117, 32), (118, 122, 35)]"
Images/ducks\duck_14,0.16324998564519325,0.5264560470588234,0.35834332549019604,0.0878681725490196,"[(156, 138, 100), (157, 139, 101), (150, 131, 98), (149, 130, 97), (155, 137, 99)]"
Images/ducks\duck_15,0.3039723027859024,0.6503817098039215,0.1755441882352941,0.10273361568627451,"[(229, 228, 223), (227, 225, 213), (220, 218, 206), (227, 226, 221), (226, 224, 211)]"
Images/ducks\duck_16,0.36460545355542046,0.48856977254901957,0.2858962509803921,0.11491723921568626,"[(174, 162, 146), (171, 159, 143), (52, 75, 33), (53, 76, 34), (172, 160, 144)]"
Images/ducks\duck_17,0.4710102979618704,0.5154325960784313,0.5036389333333332,0.10563433725490196,"[(203, 187, 161), (200, 184, 158), (227, 206, 127), (138, 103, 84), (204, 188, 162)]"
Images/ducks\duck_18,0.5007402471971829,0.45514009411764705,0.3650011764705882,0.21389990588235291,"[(4, 67, 102), (63, 53, 43), (152, 151, 147), (62, 54, 43), (5, 68, 103)]"
Images/ducks\duck_19,0.4168007307458458,0.45133149803921563,0.30697738039215683,0.18309941960784312,"[(176, 175, 171), (174, 173, 169), (177, 176, 172), (175, 174, 170), (172, 171, 167)]"
Images/ducks\duck_20,0.6003026814216581,0.38571436862745095,0.8122544313725489,0.0758462274509804,"[(52, 36, 3), (50, 34, 1), (51, 35, 2), (58, 43, 0), (55, 40, 1)]"
Images/ducks\duck_21,0.638469249275757,0.4734563294117647,0.23207385098039215,0.29288120784313726,"[(251, 250, 248), (252, 251, 249), (26, 31, 34), (25, 30, 33), (27, 32, 35)]"
Images/ducks\duck_22,0.4134935033847002,0.4780525490196078,0.5491301960784314,0.1231011294117647,"[(42, 54, 30), (73, 78, 56), (46, 58, 34), (72, 77, 55), (57, 62, 40)]"
Images/ducks\duck_23,0.504232630777169,0.46696319999999997,0.4503872156862745,0.08753563921568627,"[(40, 41, 36), (35, 36, 31), (41, 42, 37), (37, 38, 33), (39, 40, 35)]"
Images/ducks\duck_24,0.42600543117262296,0.5438809254901961,0.4620947607843137,0.19060790588235293,"[(95, 191, 249), (97, 193, 253), (89, 191, 253), (101, 196, 254), (102, 197, 255)]"
Images/ducks\duck_25,0.5081173265728379,0.5629496627450981,0.313147294117647,0.07313363137254902,"[(224, 215, 198), (224, 217, 199), (223, 214, 197), (223, 216, 198), (225, 218, 200)]"
Images/ducks\duck_26,0.6625254921280069,0.40771695686274506,0.31077193725490193,0.12659378823529413,"[(25, 28, 21), (20, 23, 16), (21, 24, 17), (26, 29, 22), (19, 22, 15)]"
Images/ducks\duck_27,0.3108176705969106,0.5911565019607843,0.2746110588235294,0.2682476705882353,"[(255, 255, 255), (184, 172, 172), (188, 177, 175), (105, 108, 117), (112, 110, 121)]"
Images/ducks\duck_28,0.45308481330540257,0.42399290980392157,0.5637200156862745,0.058595827450980395,"[(201, 184, 168), (77, 31, 8), (97, 53, 28), (78, 32, 9), (94, 50, 25)]"
Images/ducks\duck_29,0.5891833915699194,0.2895286901960784,0.9015049411764706,0.1471955607843137,"[(48, 127, 2), (47, 127, 2), (49, 128, 3), (48, 128, 3), (49, 129, 4)]"
Images/ducks\duck_30,0.46532123543900783,0.47937069803921567,0.3393928156862745,0.19980312156862745,"[(70, 52, 64), (65, 54, 62), (71, 53, 65), (72, 54, 66), (71, 58, 67)]"
Images/ducks\duck_31,0.3380913223956186,0.4894486431372549,0.284144062745098,0.22157066666666664,"[(125, 150, 155), (124, 149, 154), (126, 151, 156), (127, 152, 157), (123, 148, 153)]"
Images/ducks\duck_32,0.3956461784692241,0.4670369882352941,0.29433781960784317,0.05396130196078431,"[(130, 111, 97), (131, 112, 98), (133, 114, 100), (134, 115, 101), (132, 113, 99)]"
Images/ducks\duck_33,0.7632454918812387,0.31970999215686274,0.36954122352941177,0.29457003921568625,"[(0, 2, 0), (1, 3, 0), (0, 1, 0), (0, 4, 0), (1, 1, 0)]"
Images/ducks\duck_34,0.3069180094436868,0.519386650980392,0.17655548235294116,0.30173311372549017,"[(106, 98, 111), (107, 99, 112), (106, 99, 107), (104, 98, 102), (102, 91, 95)]"
Images/ducks\duck_35,0.5650049613867281,0.4655819921568627,0.21897598431372547,0.11559429019607842,"[(43, 40, 35), (253, 253, 253), (255, 255, 255), (252, 252, 252), (254, 254, 254)]"
Images/ducks\duck_36,0.32898746129673667,0.5591156078431372,0.24694010980392156,0.19934309019607843,"[(215, 208, 190), (163, 180, 196), (164, 181, 197), (210, 203, 185), (213, 206, 188)]"
Images/ducks\duck_37,0.23634129023798134,0.651027388235294,0.32829946666666665,0.3076500392156863,"[(162, 190, 230), (167, 195, 235), (163, 192, 232), (165, 193, 233), (161, 189, 229)]"
Images/ducks\duck_38,0.5063825987731082,0.500696831372549,0.5560195607843137,0.13705769411764704,"[(1, 1, 1), (0, 0, 0), (0, 4, 0), (1, 3, 0), (8, 16, 1)]"
Images/ducks\duck_39,0.3639661141305969,0.5693086117647059,0.49457339607843137,0.29701432156862745,"[(184, 205, 198), (190, 211, 202), (183, 204, 197), (188, 208, 197), (171, 205, 204)]"
Images/ducks\duck_40,0.4421065857768809,0.6200340549019607,0.25062831372549016,0.26402188235294116,"[(255, 255, 255), (0, 0, 0), (254, 255, 255), (235, 236, 241), (231, 232, 236)]"
Images/ducks\duck_41,0.36923259237018174,0.4644055215686274,0.565870431372549,0.1478779450980392,"[(65, 75, 38), (78, 96, 38), (64, 74, 37), (66, 76, 39), (67, 77, 40)]"
Images/ducks\duck_42,0.3042471571231083,0.6443764235294118,0.5257405490196079,0.1501445176470588,"[(255, 255, 255), (254, 254, 254), (255, 255, 253), (254, 254, 252), (254, 255, 255)]"
Images/ducks\duck_43,0.46753188711460725,0.5735714980392157,0.14867176470588234,0.20826370196078428,"[(74, 81, 74), (75, 80, 74), (66, 76, 67), (68, 75, 67), (232, 234, 229)]"
Images/ducks\duck_44,0.44868821681856824,0.3969763607843137,0.43641756862745096,0.1952246274509804,"[(33, 40, 24), (224, 201, 159), (70, 34, 20), (35, 39, 24), (225, 202, 160)]"
Images/ducks\duck_45,0.3442858065882419,0.550541694117647,0.28765490196078425,0.12991636078431373,"[(135, 121, 95), (135, 121, 94), (137, 123, 96), (145, 131, 104), (136, 122, 96)]"
Images/ducks\duck_46,0.4964511315178326,0.5007030745098039,0.32088051764705877,0.10610324705882351,"[(0, 0, 0), (2, 2, 2), (1, 1, 1), (103, 87, 72), (100, 84, 69)]"
Images/ducks\duck_47,0.17241655221085453,0.6270161411764706,0.4588986196078431,0.08315498039215685,"[(184, 161, 93), (185, 161, 89), (184, 160, 96), (181, 160, 95), (185, 160, 93)]"
Images/ducks\duck_48,0.35192742350887857,0.5640689411764706,0.10633480784313724,0.16864988235294115,"[(192, 195, 188), (189, 192, 185), (190, 193, 186), (188, 191, 184), (191, 194, 187)]"
Images/ducks\duck_49,0.3554298967917789,0.6894174431372548,0.5093482509803922,0.07572514509803922,"[(251, 227, 201), (247, 222, 191), (250, 226, 200), (249, 225, 197), (247, 227, 200)]"
Images/ducks\duck_50,0.5010111321584388,0.38222079999999997,0.411033631372549,0.15944696470588235,"[(191, 198, 206), (190, 197, 205), (189, 196, 204), (192, 199, 207), (188, 195, 203)]"
Images/ducks\duck_51,0.3265332653007813,0.5193918274509804,0.365392862745098,0.2530467294117647,"[(121, 166, 208), (119, 164, 206), (119, 163, 208), (118, 162, 207), (115, 162, 206)]"
Images/ducks\duck_52,0.21293243315000832,0.6272094117647059,0.17166164705882353,0.07905041568627451,"[(176, 173, 168), (181, 178, 173), (180, 177, 172), (177, 174, 169), (184, 181, 176)]"
Images/ducks\duck_53,0.4645291107192887,0.5771686588235294,0.3640006588235294,0.2395811607843137,"[(219, 225, 223), (225, 231, 231), (227, 232, 235), (216, 222, 220), (217, 223, 221)]"
Images/ducks\duck_54,0.5574631542759418,0.4208154980392157,0.4877427450980392,0.13589124705882352,"[(22, 41, 48), (23, 42, 49), (20, 39, 46), (21, 40, 47), (20, 38, 48)]"
Images/ducks\duck_55,0.41738939606511805,0.5368850509803922,0.3137029176470588,0.11294585098039216,"[(253, 250, 207), (92, 92, 54), (95, 91, 56), (253, 249, 201), (69, 74, 52)]"
Images/ducks\duck_56,0.5285673824631901,0.40680200784313725,0.2773022901960784,0.13968635294117646,"[(41, 36, 33), (42, 37, 34), (40, 35, 32), (43, 38, 35), (44, 39, 36)]"
Images/ducks\duck_57,0.4097168622418466,0.5449969098039216,0.37879695686274506,0.1393088156862745,"[(223, 220, 213), (207, 200, 182), (222, 219, 212), (221, 218, 211), (224, 221, 214)]"
Images/ducks\duck_58,0.3118723120594798,0.5839761568627451,0.29934859607843134,0.06755943529411765,"[(190, 174, 141), (188, 172, 139), (191, 175, 142), (189, 173, 140), (186, 170, 137)]"
Images/ducks\duck_59,0.3625678345172697,0.5883078431372548,0.19914787450980392,0.1737456156862745,"[(75, 59, 46), (74, 58, 45), (75, 57, 45), (70, 53, 43), (222, 218, 215)]"
Images/ducks\duck_60,0.585620049336054,0.4207150274509804,0.47252492549019603,0.15314740392156861,"[(25, 32, 25), (26, 33, 26), (24, 31, 24), (27, 34, 27), (22, 29, 22)]"
Images/ducks\duck_61,0.5275451852119296,0.4452527215686274,0.4621929725490196,0.16495934117647057,"[(69, 100, 41), (70, 101, 41), (67, 98, 39), (72, 103, 43), (70, 100, 40)]"
Images/ducks\duck_62,0.3554580298558925,0.5030018980392156,0.47935932549019605,0.11988498823529412,"[(146, 110, 74), (145, 109, 73), (144, 108, 72), (151, 119, 81), (147, 111, 75)]"
Images/ducks\duck_63,0.46081213707041524,0.4014382901960784,0.27190185098039216,0.10591123137254901,"[(132, 113, 99), (133, 114, 100), (124, 106, 94), (134, 115, 101), (129, 110, 96)]"
Images/ducks\duck_64,0.3965382763788697,0.719758525490196,0.28341112156862747,0.10719568627450979,"[(255, 255, 255), (254, 254, 254), (255, 255, 253), (254, 254, 252), (254, 255, 250)]"
Images/ducks\duck_65,0.6851177969547693,0.2600081725490196,0.5993850823529412,0.09608839215686274,"[(43, 47, 50), (13, 8, 4), (42, 46, 49), (11, 6, 2), (44, 48, 51)]"
Images/ducks\duck_66,0.3086010703000965,0.7298554509803921,0.09896851764705882,0.22415830588235294,"[(229, 233, 232), (232, 236, 235), (233, 235, 234), (228, 233, 236), (231, 236, 239)]"
Images/ducks\duck_67,0.41363998444754496,0.47798763921568627,0.5493262745098039,0.12296158431372547,"[(42, 54, 30), (72, 77, 55), (41, 53, 29), (53, 63, 39), (73, 78, 56)]"
Images/ducks\duck_68,0.41422062635598605,0.40574194509803924,0.3389812549019608,0.27780597647058825,"[(90, 90, 100), (98, 98, 108), (101, 101, 111), (89, 89, 99), (91, 91, 101)]"
Images/ducks\duck_69,0.3218480424314838,0.5955046588235294,0.11221245490196077,0.2071025568627451,"[(214, 223, 220), (212, 221, 218), (213, 222, 219), (215, 224, 221), (211, 220, 217)]"
Images/ducks\duck_70,0.31031319424988735,0.5747643137254902,0.20536301176470587,0.16550591372549017,"[(112, 116, 119), (127, 126, 121), (102, 108, 104), (226, 235, 250), (125, 124, 119)]"
Images/ducks\duck_71,0.563310363214376,0.4203068549019608,0.4178974745098039,0.1253,"[(255, 255, 255), (254, 254, 254), (253, 253, 253), (246, 250, 253), (248, 249, 253)]"
Images/ducks\duck_72,0.19608445687839815,0.4592739137254902,0.5017526745098039,0.10756061176470587,"[(114, 118, 33), (119, 124, 32), (113, 117, 32), (112, 115, 34), (115, 119, 34)]"
Images/ducks\duck_73,0.5955527986439667,0.37781300392156864,0.28485115294117647,0.22200567843137253,"[(255, 255, 255), (13, 18, 14), (12, 17, 13), (14, 19, 15), (254, 254, 254)]"
Images/ducks\duck_74,0.977613618398024,0.20530006274509802,0.4422530980392157,0.15073738039215687,"[(0, 0, 0), (1, 1, 1), (2, 2, 2), (3, 3, 3), (48, 31, 23)]"
Images/ducks\duck_75,0.370674286300388,0.6064348235294117,0.3600995764705882,0.21880341960784314,"[(161, 191, 245), (162, 192, 246), (160, 190, 244), (159, 189, 243), (163, 193, 247)]"
Images/ducks\duck_76,0.38970307143453964,0.49515519999999996,0.3481431215686274,0.13239421176470587,"[(213, 195, 157), (204, 187, 143), (203, 186, 142), (77, 107, 35), (206, 189, 145)]"
Images/ducks\duck_77,0.28462266052970897,0.5257701960784313,0.23286605490196077,0.30359869803921563,"[(191, 191, 191), (192, 192, 192), (151, 155, 156), (190, 190, 190), (152, 156, 157)]"
Images/ducks\duck_78,0.47386399364862114,0.46058763921568624,0.43420503529411764,0.062347011764705876,"[(218, 191, 161), (114, 88, 61), (97, 71, 46), (113, 87, 60), (221, 192, 162)]"
Images/ducks\duck_79,0.45836636880620474,0.47541664313725485,0.41097934117647056,0.1638747137254902,"[(132, 138, 154), (70, 55, 26), (129, 135, 151), (37, 25, 11), (77, 63, 36)]"
Images/ducks\duck_80,0.398215556324374,0.38766335686274506,0.42601868235294116,0.13110563137254902,"[(53, 50, 45), (52, 49, 44), (103, 119, 57), (51, 48, 43), (105, 121, 58)]"
Images/ducks\duck_81,0.29543896737931374,0.6080882039215686,0.3177456156862745,0.13166997647058823,"[(101, 105, 82), (100, 104, 81), (102, 106, 83), (104, 108, 83), (103, 107, 84)]"
Images/ducks\duck_82,0.23523803777237123,0.5314330039215686,0.26317948235294114,0.26400208627450983,"[(91, 133, 119), (113, 156, 128), (116, 159, 139), (92, 134, 120), (91, 130, 109)]"
Images/ducks\duck_83,0.35412405687110476,0.5193665098039215,0.27823356862745097,0.16191670588235293,"[(180, 201, 196), (181, 202, 197), (179, 200, 195), (113, 104, 87), (178, 199, 194)]"
Images/ducks\duck_84,0.3909271848299193,0.5554897725490195,0.5192057411764706,0.2734993882352941,"[(184, 208, 194), (183, 207, 193), (185, 209, 195), (188, 212, 198), (182, 206, 192)]"
Images/ducks\duck_85,0.38755336359056186,0.44505283137254903,0.35002459607843134,0.23080798431372548,"[(98, 127, 105), (94, 128, 101), (53, 90, 46), (102, 131, 109), (65, 107, 61)]"
Images/ducks\duck_86,0.35388430219548367,0.5440785254901961,0.2892904,0.09732773333333333,"[(140, 116, 92), (138, 114, 90), (139, 115, 91), (137, 113, 89), (167, 143, 119)]"
Images/ducks\duck_87,0.27463449303801496,0.562286305882353,0.5336444078431372,0.3306684705882353,"[(38, 110, 182), (39, 111, 183), (39, 112, 181), (81, 151, 210), (81, 145, 206)]"
Images/ducks\duck_88,0.6670485380736265,0.4032644549019608,0.42448592941176466,0.0674417882352941,"[(254, 253, 248), (57, 37, 26), (45, 26, 12), (60, 41, 27), (46, 27, 13)]"
Images/ducks\duck_89,0.2728271053282647,0.44093018039215687,0.18976003137254902,0.2429936156862745,"[(144, 143, 148), (145, 144, 149), (150, 149, 154), (147, 146, 151), (143, 142, 147)]"
Images/ducks\duck_90,0.4644937837355974,0.577137788235294,0.36418371764705876,0.24005642352941176,"[(219, 225, 223), (225, 231, 231), (227, 232, 235), (216, 222, 220), (217, 223, 221)]"
Images/ducks\duck_91,1.111971248362261,0.2619679686274509,0.5560617568627451,0.16336549019607843,"[(4, 9, 3), (6, 16, 7), (5, 15, 6), (5, 10, 4), (3, 8, 2)]"
Images/ducks\duck_92,0.3847158471298767,0.6491153568627451,0.19884989803921568,0.055643749019607835,"[(238, 227, 223), (237, 226, 222), (238, 227, 225), (237, 226, 224), (238, 228, 219)]"
Images/ducks\duck_93,0.45524119118025946,0.4552213176470588,0.5248923294117647,0.069408,"[(118, 85, 54), (82, 65, 35), (80, 63, 33), (81, 64, 34), (81, 64, 36)]"
Images/ducks\duck_94,0.43240808680318854,0.5247781490196077,0.3582307137254902,0.1191065725490196,"[(148, 147, 127), (149, 148, 128), (144, 143, 123), (147, 146, 126), (116, 122, 86)]"
Images/ducks\duck_95,0.2840991279336311,0.5626654431372549,0.49078864313725484,0.13227876078431372,"[(148, 169, 190), (149, 167, 189), (174, 161, 127), (139, 127, 79), (151, 169, 191)]"
Images/ducks\duck_96,0.5670166743638104,0.4837790431372549,0.4138915450980392,0.08100605490196079,"[(25, 25, 23), (26, 26, 24), (24, 24, 22), (23, 23, 21), (27, 27, 25)]"
Images/ducks\duck_97,0.46705621165808203,0.5503082039215685,0.5010855058823529,0.08596166274509803,"[(255, 219, 157), (255, 218, 156), (251, 211, 150), (252, 212, 151), (255, 217, 155)]"
Images/ducks\duck_98,0.7207108276918481,0.39331844705882346,0.33049959215686275,0.07940581960784313,"[(16, 16, 14), (16, 15, 13), (17, 16, 14), (15, 15, 13), (15, 14, 12)]"
Images/ducks\duck_99,0.44366956880423347,0.3866102588235294,0.09491789803921569,0.38189534117647056,"[(64, 64, 66), (65, 65, 67), (63, 63, 65), (66, 66, 68), (67, 67, 69)]"
Images/ducks\duck_100,0.5002171097140345,0.502280862745098,0.2337451294117647,0.270188,"[(45, 40, 36), (4, 9, 13), (5, 10, 14), (44, 39, 35), (46, 41, 37)]"
Images/ducks\duck_101,0.3962762433540884,0.5681093490196079,0.4491486745098039,0.11591391372549019,"[(158, 134, 90), (157, 133, 89), (156, 132, 88), (154, 130, 86), (155, 131, 87)]"
Images/ducks\duck_102,0.439493610641429,0.5813857882352941,0.29860072156862744,0.06604241568627452,"[(76, 57, 42), (75, 56, 41), (74, 55, 40), (76, 57, 43), (78, 60, 40)]"
Images/ducks\duck_103,0.5034903302444225,0.43737435294117644,0.5470603764705882,0.12805185882352943,"[(0, 0, 0), (1, 1, 1), (0, 2, 0), (0, 1, 0), (0, 4, 0)]"
Images/ducks\duck_104,0.43802843366743066,0.4176639372549019,0.531660831372549,0.13927706666666664,"[(48, 70, 24), (43, 60, 24), (52, 69, 35), (68, 89, 46), (0, 13, 0)]"
Images/ducks\duck_105,0.3800736741640988,0.6350318745098038,0.2794857882352941,0.10338743529411763,"[(129, 114, 71), (131, 116, 73), (130, 115, 72), (59, 58, 54), (60, 59, 55)]"
Images/ducks\duck_106,0.09296455814090399,0.9034589019607843,0.1989047843137255,0.06216517647058823,"[(255, 227, 203), (255, 231, 207), (255, 230, 207), (255, 229, 204), (255, 229, 206)]"
Images/ducks\duck_107,0.5835710893492686,0.4624329411764706,0.3460432,0.13089237647058824,"[(248, 231, 211), (249, 232, 212), (247, 230, 210), (254, 238, 223), (156, 169, 203)]"
Images/ducks\duck_108,0.4188532492634158,0.4590137882352941,0.342477631372549,0.21837094901960782,"[(11, 75, 110), (144, 147, 140), (10, 74, 109), (146, 147, 142), (148, 150, 147)]"
Images/ducks\duck_109,0.14390040513031682,0.5858014274509803,0.3254283137254902,0.24514169411764705,"[(77, 150, 123), (78, 151, 124), (79, 149, 123), (80, 150, 124), (168, 181, 138)]"
Images/ducks\duck_110,0.5316304201773879,0.4117906823529412,0.6988418039215686,0.061593788235294114,"[(92, 46, 23), (91, 45, 22), (61, 32, 16), (59, 30, 14), (90, 44, 21)]"
Images/ducks\duck_111,0.3042471571231083,0.6443764235294118,0.5257405490196079,0.1501445176470588,"[(255, 255, 255), (254, 254, 254), (255, 255, 253), (254, 254, 252), (254, 255, 255)]"
Images/ducks\duck_112,0.5229659420384536,0.3618990745098039,0.6191332862745098,0.3052922980392157,"[(125, 70, 50), (170, 170, 168), (45, 23, 25), (150, 84, 32), (48, 26, 28)]"
Images/ducks\duck_113,0.3042471571231083,0.6443764235294118,0.5257405490196079,0.1501445176470588,"[(255, 255, 255), (254, 254, 254), (255, 255, 253), (254, 254, 252), (254, 255, 255)]"
Images/ducks\duck_114,0.5592637555332486,0.48620712156862744,0.5050210196078432,0.11520472156862745,"[(229, 189, 153), (240, 200, 164), (243, 203, 167), (241, 201, 165), (231, 191, 155)]"
Images/ducks\duck_115,0.33056262214384385,0.5162446745098039,0.6662775372549019,0.30443397647058823,"[(0, 91, 109), (2, 93, 111), (1, 92, 110), (85, 176, 197), (3, 94, 113)]"
Images/ducks\duck_116,0.8059864144625046,0.31980506666666664,0.3984939764705882,0.1586318431372549,"[(12, 14, 9), (5, 6, 1), (10, 12, 7), (9, 11, 6), (11, 13, 8)]"
Images/ducks\duck_117,0.25735300898711627,0.5107070431372548,0.5810058823529411,0.14990185098039216,"[(91, 116, 33), (82, 106, 32), (112, 144, 59), (127, 159, 74), (90, 118, 34)]"
Images/ducks\duck_118,0.3185647137922753,0.5801641098039215,0.13620756078431373,0.16098771764705883,"[(143, 132, 130), (142, 131, 129), (141, 130, 128), (140, 129, 127), (139, 128, 126)]"
Images/ducks\duck_119,0.3817209695701556,0.5680310901960784,0.35587443137254904,0.21123254901960783,"[(181, 198, 214), (192, 206, 219), (189, 205, 218), (180, 197, 213), (181, 199, 213)]"
Images/ducks\duck_120,0.10544302900248523,0.8976919529411764,0.2438616156862745,0.07603339607843138,"[(255, 240, 219), (255, 241, 215), (255, 240, 217), (255, 240, 221), (253, 241, 215)]"
Images/ducks\duck_121,0.35655650889897855,0.39157452549019606,0.5970325960784314,0.16411930980392156,"[(70, 87, 19), (71, 88, 20), (72, 89, 21), (73, 94, 17), (69, 86, 18)]"
Images/ducks\duck_122,0.2463111988391621,0.7000618823529411,0.22068334117647057,0.20822169411764704,"[(245, 253, 255), (246, 254, 255), (244, 252, 254), (211, 206, 168), (218, 221, 202)]"
Images/ducks\duck_123,0.6074763315092857,0.41369741176470587,0.49611214117647057,0.2566845176470588,"[(18, 20, 59), (19, 21, 60), (20, 22, 61), (21, 23, 62), (22, 24, 63)]"
Images/ducks\duck_124,0.9719329065809647,0.20437593725490194,0.6077371450980392,0.09770247843137254,"[(0, 0, 0), (1, 1, 1), (45, 18, 9), (91, 76, 69), (0, 0, 2)]"
Images/ducks\duck_125,0.46285996211859054,0.3161510588235294,0.3804283137254902,0.26258172549019604,"[(51, 63, 79), (49, 61, 77), (50, 62, 78), (50, 54, 63), (50, 65, 84)]"
Images/ducks\duck_126,0.5405244474549304,0.45264823529411763,0.2948648156862745,0.09099429019607842,"[(14, 9, 6), (15, 10, 7), (14, 10, 7), (10, 9, 7), (38, 19, 13)]"
Images/ducks\duck_127,0.4560605822937801,0.49514709019607844,0.4481755607843137,0.22294100392156863,"[(133, 99, 72), (132, 98, 71), (30, 28, 16), (33, 31, 19), (131, 95, 69)]"
Images/ducks\duck_128,0.6536217465166483,0.2837264156862745,0.592895905882353,0.15537435294117646,"[(0, 1, 0), (0, 0, 0), (0, 2, 0), (1, 0, 0), (0, 4, 0)]"
Images/ducks\duck_129,0.7666958797080158,0.320721631372549,0.339300862745098,0.3787178509803921,"[(28, 31, 40), (26, 29, 38), (25, 28, 37), (21, 24, 33), (29, 32, 41)]"
Images/ducks\duck_130,0.5185892332310843,0.39492952156862743,0.46252541176470585,0.19934134901960782,"[(51, 56, 49), (50, 55, 48), (49, 54, 47), (48, 53, 46), (52, 57, 50)]"
